-21.2;609.4;619.8;630.1;640.4;650.8;661.1;671.4;681.7;692.0;702.2;712.5;722.8;733.0;743.3;753.5;763.8;774.0;784.2
-21.0;609.6;620.0;630.3;640.6;651.0;661.3;671.6;681.9;692.2;702.4;712.7;723.0;733.2;743.5;753.7;764.0;774.2;784.4
-20.8;609.8;620.2;630.5;640.8;651.1;661.5;671.8;682.1;692.3;702.6;712.9;723.1;733.4;743.7;753.9;764.1;774.4;784.6
-20.6;610.0;620.3;630.7;641.0;651.3;661.6;671.9;682.2;692.5;702.8;713.1;723.3;733.6;743.8;754.1;764.3;774.5;784.8
-20.4;610.2;620.5;630.9;641.2;651.5;661.8;672.1;682.4;692.7;703.0;713.3;723.5;733.8;744.0;754.2;764.5;774.7;784.9
-20.2;610.4;620.7;631.1;641.4;651.7;662.0;672.3;682.6;692.9;703.2;713.4;723.7;733.9;744.2;754.4;764.7;774.9;785.1
-20.0;610.6;620.9;631.3;641.6;651.9;662.2;672.5;682.8;693.1;703.4;713.6;723.9;734.1;744.4;754.6;764.8;775.1;785.3
-19.8;610.8;621.1;631.5;641.8;652.1;662.4;672.7;683.0;693.3;703.5;713.8;724.1;734.3;744.5;754.8;765.0;775.2;785.5
-19.6;611.0;621.3;631.7;642.0;652.3;662.6;672.9;683.2;693.5;703.7;714.0;724.2;734.5;744.7;755.0;765.2;775.4;785.6
-19.4;611.2;621.5;631.9;642.2;652.5;662.8;673.1;683.4;693.6;703.9;714.2;724.4;734.7;744.9;755.1;765.4;775.6;785.8
-19.2;611.4;621.7;632.1;642.4;652.7;663.0;673.3;683.6;693.8;704.1;714.4;724.6;734.8;745.1;755.3;765.5;775.8;786.0
-19.0;611.6;621.9;632.3;642.6;652.9;663.2;673.5;683.7;694.0;704.3;714.5;724.8;735.0;745.3;755.5;765.7;775.9;786.2
-18.8;611.8;622.1;632.4;642.8;653.1;663.4;673.6;683.9;694.2;704.5;714.7;725.0;735.2;745.4;755.7;765.9;776.1;786.3
-18.6;612.0;622.3;632.6;643.0;653.3;663.6;673.8;684.1;694.4;704.6;714.9;725.1;735.4;745.6;755.9;766.1;776.3;786.5
-18.4;612.2;622.5;632.8;643.1;653.5;663.7;674.0;684.3;694.6;704.8;715.1;725.3;735.6;745.8;756.0;766.2;776.5;786.7
-18.2;612.4;622.7;633.0;643.3;653.6;663.9;674.2;684.5;694.8;705.0;715.3;725.5;735.7;746.0;756.2;766.4;776.6;786.8
-18.0;612.6;622.9;633.2;643.5;653.8;664.1;674.4;684.7;694.9;705.2;715.5;725.7;735.9;746.2;756.4;766.6;776.8;787.0
-17.8;612.8;623.1;633.4;643.7;654.0;664.3;674.6;684.9;695.1;705.4;715.6;725.9;736.1;746.3;756.6;766.8;777.0;787.2
-17.6;613.0;623.3;633.6;643.9;654.2;664.5;674.8;685.1;695.3;705.6;715.8;726.1;736.3;746.5;756.7;767.0;777.2;787.4
-17.4;613.2;623.5;633.8;644.1;654.4;664.7;675.0;685.2;695.5;705.8;716.0;726.2;736.5;746.7;756.9;767.1;777.3;787.5
-17.2;613.4;623.7;634.0;644.3;654.6;664.9;675.2;685.4;695.7;705.9;716.2;726.4;736.7;746.9;757.1;767.3;777.5;787.7
-17.0;613.6;623.9;634.2;644.5;654.8;665.1;675.3;685.6;695.9;706.1;716.4;726.6;736.8;747.1;757.3;767.5;777.7;787.9
-16.8;613.8;624.1;634.4;644.7;655.0;665.3;675.5;685.8;696.1;706.3;716.5;726.8;737.0;747.2;757.5;767.7;777.9;788.1
-16.6;614.0;624.3;634.6;644.9;655.2;665.5;675.7;686.0;696.2;706.5;716.7;727.0;737.2;747.4;757.6;767.8;778.0;788.2
-16.4;614.2;624.5;634.8;645.1;655.4;665.6;675.9;686.2;696.4;706.7;716.9;727.1;737.4;747.6;757.8;768.0;778.2;788.4
-16.2;614.4;624.7;635.0;645.3;655.6;665.8;676.1;686.4;696.6;706.9;717.1;727.3;737.6;747.8;758.0;768.2;778.4;788.6
-16.0;614.6;624.9;635.2;645.5;655.8;666.0;676.3;686.6;696.8;707.0;717.3;727.5;737.7;748.0;758.2;768.4;778.6;788.8
-15.8;614.8;625.1;635.4;645.7;655.9;666.2;676.5;686.7;697.0;707.2;717.5;727.7;737.9;748.1;758.3;768.5;778.7;788.9
-15.6;615.0;625.3;635.6;645.9;656.1;666.4;676.7;686.9;697.2;707.4;717.6;727.9;738.1;748.3;758.5;768.7;778.9;789.1
-15.4;615.2;625.5;635.8;646.1;656.3;666.6;676.9;687.1;697.4;707.6;717.8;728.1;738.3;748.5;758.7;768.9;779.1;789.3
-15.2;615.4;625.7;636.0;646.2;656.5;666.8;677.0;687.3;697.5;707.8;718.0;728.2;738.5;748.7;758.9;769.1;779.3;789.5
-15.0;615.6;625.9;636.2;646.4;656.7;667.0;677.2;687.5;697.7;708.0;718.2;728.4;738.6;748.8;759.1;769.3;779.5;789.6
-14.8;615.8;626.1;636.4;646.6;656.9;667.2;677.4;687.7;697.9;708.2;718.4;728.6;738.8;749.0;759.2;769.4;779.6;789.8
-14.6;616.0;626.3;636.5;646.8;657.1;667.4;677.6;687.9;698.1;708.3;718.6;728.8;739.0;749.2;759.4;769.6;779.8;790.0
-14.4;616.2;626.5;636.7;647.0;657.3;667.5;677.8;688.0;698.3;708.5;718.7;729.0;739.2;749.4;759.6;769.8;780.0;790.2
-14.2;616.4;626.7;636.9;647.2;657.5;667.7;678.0;688.2;698.5;708.7;718.9;729.1;739.4;749.6;759.8;770.0;780.2;790.3
-14.0;616.6;626.9;637.1;647.4;657.7;667.9;678.2;688.4;698.7;708.9;719.1;729.3;739.5;749.7;759.9;770.1;780.3;790.5
-13.8;616.8;627.0;637.3;647.6;657.9;668.1;678.4;688.6;698.8;709.1;719.3;729.5;739.7;749.9;760.1;770.3;780.5;790.7
-13.6;617.0;627.2;637.5;647.8;658.1;668.3;678.6;688.8;699.0;709.3;719.5;729.7;739.9;750.1;760.3;770.5;780.7;790.9
-13.4;617.2;627.4;637.7;648.0;658.2;668.5;678.7;689.0;699.2;709.4;719.7;729.9;740.1;750.3;760.5;770.7;780.9;791.0
-13.2;617.4;627.6;637.9;648.2;658.4;668.7;678.9;689.2;699.4;709.6;719.8;730.1;740.3;750.5;760.7;770.8;781.0;791.2
-13.0;617.6;627.8;638.1;648.4;658.6;668.9;679.1;689.4;699.6;709.8;720.0;730.2;740.4;750.6;760.8;771.0;781.2;791.4
-12.8;617.8;628.0;638.3;648.6;658.8;669.1;679.3;689.5;699.8;710.0;720.2;730.4;740.6;750.8;761.0;771.2;781.4;791.6
-12.6;617.9;628.2;638.5;648.8;659.0;669.3;679.5;689.7;700.0;710.2;720.4;730.6;740.8;751.0;761.2;771.4;781.6;791.7
-12.4;618.1;628.4;638.7;649.0;659.2;669.5;679.7;689.9;700.1;710.4;720.6;730.8;741.0;751.2;761.4;771.6;781.7;791.9
-12.2;618.3;628.6;638.9;649.1;659.4;669.6;679.9;690.1;700.3;710.5;720.8;731.0;741.2;751.4;761.5;771.7;781.9;792.1
-12.0;618.5;628.8;639.1;649.3;659.6;669.8;680.1;690.3;700.5;710.7;720.9;731.1;741.3;751.5;761.7;771.9;782.1;792.3
-11.8;618.7;629.0;639.3;649.5;659.8;670.0;680.3;690.5;700.7;710.9;721.1;731.3;741.5;751.7;761.9;772.1;782.3;792.4
-11.6;618.9;629.2;639.5;649.7;660.0;670.2;680.4;690.7;700.9;711.1;721.3;731.5;741.7;751.9;762.1;772.3;782.4;792.6
-11.4;619.1;629.4;639.7;649.9;660.2;670.4;680.6;690.9;701.1;711.3;721.5;731.7;741.9;752.1;762.3;772.4;782.6;792.8
-11.2;619.3;629.6;639.9;650.1;660.4;670.6;680.8;691.0;701.3;711.5;721.7;731.9;742.1;752.3;762.4;772.6;782.8;793.0
-11.0;619.5;629.8;640.1;650.3;660.5;670.8;681.0;691.2;701.4;711.7;721.9;732.1;742.2;752.4;762.6;772.8;783.0;793.1
-10.8;619.7;630.0;640.3;650.5;660.7;671.0;681.2;691.4;701.6;711.8;722.0;732.2;742.4;752.6;762.8;773.0;783.1;793.3
-10.6;619.9;630.2;640.4;650.7;660.9;671.2;681.4;691.6;701.8;712.0;722.2;732.4;742.6;752.8;763.0;773.1;783.3;793.5
-10.4;620.1;630.4;640.6;650.9;661.1;671.4;681.6;691.8;702.0;712.2;722.4;732.6;742.8;753.0;763.1;773.3;783.5;793.7
-10.2;620.3;630.6;640.8;651.1;661.3;671.5;681.8;692.0;702.2;712.4;722.6;732.8;743.0;753.1;763.3;773.5;783.7;793.8
-10.0;620.5;630.8;641.0;651.3;661.5;671.7;682.0;692.2;702.4;712.6;722.8;733.0;743.1;753.3;763.5;773.7;783.8;794.0
-9.8;620.7;631.0;641.2;651.5;661.7;671.9;682.1;692.4;702.6;712.8;723.0;733.1;743.3;753.5;763.7;773.8;784.0;794.2
-9.6;620.9;631.2;641.4;651.7;661.9;672.1;682.3;692.5;702.7;712.9;723.1;733.3;743.5;753.7;763.9;774.0;784.2;794.3
-9.4;621.1;631.4;641.6;651.9;662.1;672.3;682.5;692.7;702.9;713.1;723.3;733.5;743.7;753.9;764.0;774.2;784.4;794.5
-9.2;621.3;631.6;641.8;652.0;662.3;672.5;682.7;692.9;703.1;713.3;723.5;733.7;743.9;754.0;764.2;774.4;784.5;794.7
-9.0;621.5;631.8;642.0;652.2;662.5;672.7;682.9;693.1;703.3;713.5;723.7;733.9;744.0;754.2;764.4;774.6;784.7;794.9
-8.8;621.7;632.0;642.2;652.4;662.7;672.9;683.1;693.3;703.5;713.7;723.9;734.0;744.2;754.4;764.6;774.7;784.9;795.0
-8.6;621.9;632.2;642.4;652.6;662.8;673.1;683.3;693.5;703.7;713.9;724.0;734.2;744.4;754.6;764.7;774.9;785.1;795.2
-8.4;622.1;632.4;642.6;652.8;663.0;673.2;683.5;693.7;703.9;714.0;724.2;734.4;744.6;754.8;764.9;775.1;785.2;795.4
-8.2;622.3;632.6;642.8;653.0;663.2;673.4;683.6;693.8;704.0;714.2;724.4;734.6;744.8;754.9;765.1;775.3;785.4;795.6
-8.0;622.5;632.7;643.0;653.2;663.4;673.6;683.8;694.0;704.2;714.4;724.6;734.8;744.9;755.1;765.3;775.4;785.6;795.7
-7.8;622.7;632.9;643.2;653.4;663.6;673.8;684.0;694.2;704.4;714.6;724.8;735.0;745.1;755.3;765.5;775.6;785.8;795.9
-7.6;622.9;633.1;643.4;653.6;663.8;674.0;684.2;694.4;704.6;714.8;725.0;735.1;745.3;755.5;765.6;775.8;785.9;796.1
-7.4;623.1;633.3;643.6;653.8;664.0;674.2;684.4;694.6;704.8;715.0;725.1;735.3;745.5;755.6;765.8;776.0;786.1;796.3
-7.2;623.3;633.5;643.8;654.0;664.2;674.4;684.6;694.8;705.0;715.1;725.3;735.5;745.7;755.8;766.0;776.1;786.3;796.4
-7.0;623.5;633.7;644.0;654.2;664.4;674.6;684.8;695.0;705.2;715.3;725.5;735.7;745.8;756.0;766.2;776.3;786.5;796.6
-6.8;623.7;633.9;644.1;654.4;664.6;674.8;685.0;695.2;705.3;715.5;725.7;735.9;746.0;756.2;766.3;776.5;786.6;796.8
-6.6;623.9;634.1;644.3;654.6;664.8;675.0;685.2;695.3;705.5;715.7;725.9;736.0;746.2;756.4;766.5;776.7;786.8;797.0
-6.4;624.1;634.3;644.5;654.7;664.9;675.1;685.3;695.5;705.7;715.9;726.1;736.2;746.4;756.5;766.7;776.8;787.0;797.1
-6.2;624.3;634.5;644.7;654.9;665.1;675.3;685.5;695.7;705.9;716.1;726.2;736.4;746.6;756.7;766.9;777.0;787.2;797.3
-6.0;624.5;634.7;644.9;655.1;665.3;675.5;685.7;695.9;706.1;716.3;726.4;736.6;746.7;756.9;767.0;777.2;787.3;797.5
-5.8;624.7;634.9;645.1;655.3;665.5;675.7;685.9;696.1;706.3;716.4;726.6;736.8;746.9;757.1;767.2;777.4;787.5;797.7
-5.6;624.9;635.1;645.3;655.5;665.7;675.9;686.1;696.3;706.4;716.6;726.8;736.9;747.1;757.3;767.4;777.5;787.7;797.8
-5.4;625.1;635.3;645.5;655.7;665.9;676.1;686.3;696.5;706.6;716.8;727.0;737.1;747.3;757.4;767.6;777.7;787.9;798.0
-5.2;625.3;635.5;645.7;655.9;666.1;676.3;686.5;696.6;706.8;717.0;727.1;737.3;747.5;757.6;767.8;777.9;788.0;798.2
-5.0;625.5;635.7;645.9;656.1;666.3;676.5;686.7;696.8;707.0;717.2;727.3;737.5;747.6;757.8;767.9;778.1;788.2;798.4
-4.8;625.7;635.9;646.1;656.3;666.5;676.7;686.8;697.0;707.2;717.4;727.5;737.7;747.8;758.0;768.1;778.3;788.4;798.5
-4.6;625.9;636.1;646.3;656.5;666.7;676.9;687.0;697.2;707.4;717.5;727.7;737.9;748.0;758.1;768.3;778.4;788.6;798.7
-4.4;626.1;636.3;646.5;656.7;666.9;677.0;687.2;697.4;707.6;717.7;727.9;738.0;748.2;758.3;768.5;778.6;788.7;798.9
-4.2;626.3;636.5;646.7;656.9;667.0;677.2;687.4;697.6;707.7;717.9;728.1;738.2;748.4;758.5;768.6;778.8;788.9;799.0
-4.0;626.5;636.7;646.9;657.1;667.2;677.4;687.6;697.8;707.9;718.1;728.2;738.4;748.5;758.7;768.8;779.0;789.1;799.2
-3.8;626.7;636.9;647.1;657.2;667.4;677.6;687.8;697.9;708.1;718.3;728.4;738.6;748.7;758.9;769.0;779.1;789.3;799.4
-3.6;626.9;637.1;647.3;657.4;667.6;677.8;688.0;698.1;708.3;718.5;728.6;738.8;748.9;759.0;769.2;779.3;789.4;799.6
-3.4;627.1;637.3;647.4;657.6;667.8;678.0;688.2;698.3;708.5;718.6;728.8;738.9;749.1;759.2;769.4;779.5;789.6;799.7
-3.2;627.3;637.5;647.6;657.8;668.0;678.2;688.3;698.5;708.7;718.8;729.0;739.1;749.3;759.4;769.5;779.7;789.8;799.9
-3.0;627.5;637.6;647.8;658.0;668.2;678.4;688.5;698.7;708.9;719.0;729.2;739.3;749.4;759.6;769.7;779.8;790.0;800.1
-2.8;627.7;637.8;648.0;658.2;668.4;678.6;688.7;698.9;709.0;719.2;729.3;739.5;749.6;759.8;769.9;780.0;790.1;800.3
-2.6;627.8;638.0;648.2;658.4;668.6;678.7;688.9;699.1;709.2;719.4;729.5;739.7;749.8;759.9;770.1;780.2;790.3;800.4
-2.4;628.0;638.2;648.4;658.6;668.8;678.9;689.1;699.3;709.4;719.6;729.7;739.8;750.0;760.1;770.2;780.4;790.5;800.6
-2.2;628.2;638.4;648.6;658.8;669.0;679.1;689.3;699.4;709.6;719.7;729.9;740.0;750.2;760.3;770.4;780.5;790.7;800.8
-2.0;628.4;638.6;648.8;659.0;669.1;679.3;689.5;699.6;709.8;719.9;730.1;740.2;750.3;760.5;770.6;780.7;790.8;801.0
-1.8;628.6;638.8;649.0;659.2;669.3;679.5;689.7;699.8;710.0;720.1;730.2;740.4;750.5;760.6;770.8;780.9;791.0;801.1
-1.6;628.8;639.0;649.2;659.4;669.5;679.7;689.8;700.0;710.1;720.3;730.4;740.6;750.7;760.8;771.0;781.1;791.2;801.3
-1.4;629.0;639.2;649.4;659.6;669.7;679.9;690.0;700.2;710.3;720.5;730.6;740.7;750.9;761.0;771.1;781.2;791.4;801.5
-1.2;629.2;639.4;649.6;659.7;669.9;680.1;690.2;700.4;710.5;720.7;730.8;740.9;751.1;761.2;771.3;781.4;791.5;801.7
-1.0;629.4;639.6;649.8;659.9;670.1;680.3;690.4;700.6;710.7;720.8;731.0;741.1;751.2;761.4;771.5;781.6;791.7;801.8
-0.8;629.6;639.8;650.0;660.1;670.3;680.4;690.6;700.7;710.9;721.0;731.2;741.3;751.4;761.5;771.7;781.8;791.9;802.0
-0.6;629.8;640.0;650.2;660.3;670.5;680.6;690.8;700.9;711.1;721.2;731.3;741.5;751.6;761.7;771.8;782.0;792.1;802.2
-0.4;630.0;640.2;650.4;660.5;670.7;680.8;691.0;701.1;711.3;721.4;731.5;741.6;751.8;761.9;772.0;782.1;792.2;802.3
-0.2;630.2;640.4;650.6;660.7;670.9;681.0;691.2;701.3;711.4;721.6;731.7;741.8;752.0;762.1;772.2;782.3;792.4;802.5
0.0;630.4;640.6;650.7;660.9;671.1;681.2;691.3;701.5;711.6;721.8;731.9;742.0;752.1;762.3;772.4;782.5;792.6;802.7
0.2;630.6;640.8;650.9;661.1;671.2;681.4;691.5;701.7;711.8;721.9;732.1;742.2;752.3;762.4;772.5;782.7;792.8;802.9
0.4;630.8;641.0;651.1;661.3;671.4;681.6;691.7;701.9;712.0;722.1;732.2;742.4;752.5;762.6;772.7;782.8;792.9;803.0
0.6;631.0;641.2;651.3;661.5;671.6;681.8;691.9;702.0;712.2;722.3;732.4;742.6;752.7;762.8;772.9;783.0;793.1;803.2
0.8;631.2;641.4;651.5;661.7;671.8;682.0;692.1;702.2;712.4;722.5;732.6;742.7;752.9;763.0;773.1;783.2;793.3;803.4
1.0;631.4;641.6;651.7;661.9;672.0;682.1;692.3;702.4;712.5;722.7;732.8;742.9;753.0;763.1;773.3;783.4;793.5;803.6
1.2;631.6;641.8;651.9;662.1;672.2;682.3;692.5;702.6;712.7;722.9;733.0;743.1;753.2;763.3;773.4;783.5;793.6;803.7
1.4;631.8;642.0;652.1;662.2;672.4;682.5;692.7;702.8;712.9;723.0;733.2;743.3;753.4;763.5;773.6;783.7;793.8;803.9
1.6;632.0;642.1;652.3;662.4;672.6;682.7;692.8;703.0;713.1;723.2;733.3;743.5;753.6;763.7;773.8;783.9;794.0;804.1
1.8;632.2;642.3;652.5;662.6;672.8;682.9;693.0;703.2;713.3;723.4;733.5;743.6;753.7;763.9;774.0;784.1;794.2;804.3
2.0;632.4;642.5;652.7;662.8;673.0;683.1;693.2;703.3;713.5;723.6;733.7;743.8;753.9;764.0;774.1;784.2;794.3;804.4
2.2;632.6;642.7;652.9;663.0;673.2;683.3;693.4;703.5;713.7;723.8;733.9;744.0;754.1;764.2;774.3;784.4;794.5;804.6
2.4;632.8;642.9;653.1;663.2;673.3;683.5;693.6;703.7;713.8;724.0;734.1;744.2;754.3;764.4;774.5;784.6;794.7;804.8
2.6;633.0;643.1;653.3;663.4;673.5;683.7;693.8;703.9;714.0;724.1;734.3;744.4;754.5;764.6;774.7;784.8;794.9;805.0
2.8;633.2;643.3;653.5;663.6;673.7;683.8;694.0;704.1;714.2;724.3;734.4;744.5;754.6;764.7;774.8;784.9;795.0;805.1
3.0;633.4;643.5;653.6;663.8;673.9;684.0;694.2;704.3;714.4;724.5;734.6;744.7;754.8;764.9;775.0;785.1;795.2;805.3
3.2;633.6;643.7;653.8;664.0;674.1;684.2;694.3;704.5;714.6;724.7;734.8;744.9;755.0;765.1;775.2;785.3;795.4;805.5
3.4;633.8;643.9;654.0;664.2;674.3;684.4;694.5;704.6;714.8;724.9;735.0;745.1;755.2;765.3;775.4;785.5;795.6;805.6
3.6;634.0;644.1;654.2;664.4;674.5;684.6;694.7;704.8;714.9;725.1;735.2;745.3;755.4;765.5;775.6;785.6;795.7;805.8
3.8;634.2;644.3;654.4;664.5;674.7;684.8;694.9;705.0;715.1;725.2;735.3;745.4;755.5;765.6;775.7;785.8;795.9;806.0
4.0;634.4;644.5;654.6;664.7;674.9;685.0;695.1;705.2;715.3;725.4;735.5;745.6;755.7;765.8;775.9;786.0;796.1;806.2
4.2;634.6;644.7;654.8;664.9;675.1;685.2;695.3;705.4;715.5;725.6;735.7;745.8;755.9;766.0;776.1;786.2;796.3;806.3
4.4;634.7;644.9;655.0;665.1;675.2;685.4;695.5;705.6;715.7;725.8;735.9;746.0;756.1;766.2;776.3;786.3;796.4;806.5
4.6;634.9;645.1;655.2;665.3;675.4;685.5;695.7;705.8;715.9;726.0;736.1;746.2;756.3;766.3;776.4;786.5;796.6;806.7
4.8;635.1;645.3;655.4;665.5;675.6;685.7;695.8;705.9;716.1;726.2;736.2;746.3;756.4;766.5;776.6;786.7;796.8;806.9
5.0;635.3;645.5;655.6;665.7;675.8;685.9;696.0;706.1;716.2;726.3;736.4;746.5;756.6;766.7;776.8;786.9;797.0;807.0
5.2;635.5;645.7;655.8;665.9;676.0;686.1;696.2;706.3;716.4;726.5;736.6;746.7;756.8;766.9;777.0;787.0;797.1;807.2
5.4;635.7;645.9;656.0;666.1;676.2;686.3;696.4;706.5;716.6;726.7;736.8;746.9;757.0;767.1;777.1;787.2;797.3;807.4
5.6;635.9;646.0;656.2;666.3;676.4;686.5;696.6;706.7;716.8;726.9;737.0;747.1;757.2;767.2;777.3;787.4;797.5;807.6
5.8;636.1;646.2;656.4;666.5;676.6;686.7;696.8;706.9;717.0;727.1;737.2;747.2;757.3;767.4;777.5;787.6;797.7;807.7
6.0;636.3;646.4;656.5;666.7;676.8;686.9;697.0;707.1;717.2;727.2;737.3;747.4;757.5;767.6;777.7;787.8;797.8;807.9
6.2;636.5;646.6;656.7;666.8;677.0;687.1;697.2;707.2;717.3;727.4;737.5;747.6;757.7;767.8;777.8;787.9;798.0;808.1
6.4;636.7;646.8;656.9;667.0;677.1;687.2;697.3;707.4;717.5;727.6;737.7;747.8;757.9;767.9;778.0;788.1;798.2;808.2
6.6;636.9;647.0;657.1;667.2;677.3;687.4;697.5;707.6;717.7;727.8;737.9;748.0;758.0;768.1;778.2;788.3;798.3;808.4
6.8;637.1;647.2;657.3;667.4;677.5;687.6;697.7;707.8;717.9;728.0;738.1;748.1;758.2;768.3;778.4;788.5;798.5;808.6
7.0;637.3;647.4;657.5;667.6;677.7;687.8;697.9;708.0;718.1;728.2;738.2;748.3;758.4;768.5;778.6;788.6;798.7;808.8
7.2;637.5;647.6;657.7;667.8;677.9;688.0;698.1;708.2;718.3;728.3;738.4;748.5;758.6;768.7;778.7;788.8;798.9;808.9
7.4;637.7;647.8;657.9;668.0;678.1;688.2;698.3;708.4;718.4;728.5;738.6;748.7;758.8;768.8;778.9;789.0;799.0;809.1
7.6;637.9;648.0;658.1;668.2;678.3;688.4;698.5;708.5;718.6;728.7;738.8;748.9;758.9;769.0;779.1;789.2;799.2;809.3
7.8;638.1;648.2;658.3;668.4;678.5;688.6;698.6;708.7;718.8;728.9;739.0;749.0;759.1;769.2;779.3;789.3;799.4;809.5
8.0;638.3;648.4;658.5;668.6;678.7;688.7;698.8;708.9;719.0;729.1;739.2;749.2;759.3;769.4;779.4;789.5;799.6;809.6
8.2;638.5;648.6;658.7;668.8;678.9;688.9;699.0;709.1;719.2;729.3;739.3;749.4;759.5;769.5;779.6;789.7;799.7;809.8
8.4;638.7;648.8;658.9;669.0;679.0;689.1;699.2;709.3;719.4;729.4;739.5;749.6;759.7;769.7;779.8;789.9;799.9;810.0
8.6;638.9;649.0;659.1;669.1;679.2;689.3;699.4;709.5;719.5;729.6;739.7;749.8;759.8;769.9;780.0;790.0;800.1;810.2
8.8;639.1;649.2;659.2;669.3;679.4;689.5;699.6;709.7;719.7;729.8;739.9;749.9;760.0;770.1;780.1;790.2;800.3;810.3
9.0;639.3;649.4;659.4;669.5;679.6;689.7;699.8;709.8;719.9;730.0;740.1;750.1;760.2;770.3;780.3;790.4;800.4;810.5
9.2;639.5;649.5;659.6;669.7;679.8;689.9;700.0;710.0;720.1;730.2;740.2;750.3;760.4;770.4;780.5;790.6;800.6;810.7
9.4;639.7;649.7;659.8;669.9;680.0;690.1;700.1;710.2;720.3;730.4;740.4;750.5;760.6;770.6;780.7;790.7;800.8;810.8
9.6;639.9;649.9;660.0;670.1;680.2;690.3;700.3;710.4;720.5;730.5;740.6;750.7;760.7;770.8;780.8;790.9;801.0;811.0
9.8;640.0;650.1;660.2;670.3;680.4;690.4;700.5;710.6;720.7;730.7;740.8;750.8;760.9;771.0;781.0;791.1;801.1;811.2
10.0;640.2;650.3;660.4;670.5;680.6;690.6;700.7;710.8;720.8;730.9;741.0;751.0;761.1;771.1;781.2;791.3;801.3;811.4
10.2;640.4;650.5;660.6;670.7;680.7;690.8;700.9;711.0;721.0;731.1;741.1;751.2;761.3;771.3;781.4;791.4;801.5;811.5
10.4;640.6;650.7;660.8;670.9;680.9;691.0;701.1;711.1;721.2;731.3;741.3;751.4;761.4;771.5;781.6;791.6;801.7;811.7
10.6;640.8;650.9;661.0;671.1;681.1;691.2;701.3;711.3;721.4;731.4;741.5;751.6;761.6;771.7;781.7;791.8;801.8;811.9
10.8;641.0;651.1;661.2;671.2;681.3;691.4;701.4;711.5;721.6;731.6;741.7;751.7;761.8;771.9;781.9;792.0;802.0;812.1
11.0;641.2;651.3;661.4;671.4;681.5;691.6;701.6;711.7;721.8;731.8;741.9;751.9;762.0;772.0;782.1;792.1;802.2;812.2
11.2;641.4;651.5;661.6;671.6;681.7;691.8;701.8;711.9;721.9;732.0;742.1;752.1;762.2;772.2;782.3;792.3;802.4;812.4
